# Src-x Src-y Src-Int Rec-x Rec-y Rec-Int
0.0000 0.0323 2.3931 0.7742 1.0000 0.4714
0.0000 0.0323 1.6671 0.8065 1.0000 0.3161
0.0000 0.0323 4.6138 0.8387 1.0000 0.8403
0.0000 0.0323 1.7469 0.8710 1.0000 0.3050
0.0000 0.0323 9.6970 0.9032 1.0000 1.6214
0.0000 0.0323 4.3210 0.9355 1.0000 0.6895
0.0000 0.0323 1.5779 0.9677 1.0000 0.2402
0.0000 0.0323 7.1008 0.0000 1.0000 1.0250
0.0000 0.0323 7.4619 1.0000 0.0000 1.0088
0.0000 0.0323 8.1787 1.0000 1.0000 1.1847
0.0000 0.0645 1.8576 1.0000 0.0323 0.3140
0.0000 0.0645 3.7163 1.0000 0.0645 0.6742
0.0000 0.0645 1.5000 1.0000 0.0968 0.2883
0.0000 0.0645 6.2528 1.0000 0.1290 1.2514
0.0000 0.0645 1.6958 1.0000 0.1613 0.3509
0.0000 0.0645 9.6129 1.0000 0.1935 2.0481
0.0000 0.0645 7.5751 1.0000 0.2258 1.6499
0.0000 0.0645 4.3059 1.0000 0.2581 0.9622
0.0000 0.0645 1.8261 1.0000 0.2903 0.4068
0.0000 0.0645 7.4930 1.0000 0.3226 1.6308
0.0000 0.0645 1.8657 1.0000 0.3548 0.3880
0.0000 0.0645 6.7691 1.0000 0.3871 1.3714
0.0000 0.0645 4.5474 1.0000 0.4194 0.9018
0.0000 0.0645 4.8839 1.0000 0.4516 0.9506
0.0000 0.0645 6.9683 1.0000 0.4839 1.3252
0.0000 0.0645 4.7583 1.0000 0.5161 0.8846
0.0000 0.0645 4.5397 1.0000 0.5484 0.8270
0.0000 0.0645 1.3983 1.0000 0.5806 0.2494
0.0000 0.0645 5.9743 1.0000 0.6129 1.0413
0.0000 0.0645 3.4126 1.0000 0.6452 0.5804
0.0000 0.0645 9.9833 1.0000 0.6774 1.6567
0.0000 0.0645 7.9542 1.0000 0.7097 1.2838
0.0000 0.0645 3.6421 1.0000 0.7419 0.5698
0.0000 0.0645 7.4302 1.0000 0.7742 1.2200
0.0000 0.0645 9.4090 1.0000 0.8065 1.5876
0.0000 0.0645 6.6448 1.0000 0.8387 1.1402
0.0000 0.0645 3.6973 1.0000 0.8710 0.6524
0.0000 0.0645 2.7233 1.0000 0.9032 0.4641
0.0000 0.0645 4.0677 1.0000 0.9355 0.6679
0.0000 0.0645 5.9704 1.0000 0.9677 0.9442
0.0000 0.0645 9.0870 0.0323 1.0000 1.3976
0.0000 0.0645 4.6604 0.0645 1.0000 0.7600
0.0000 0.0645 9.6139 0.0968 1.0000 1.7143
0.0000 0.0645 4.3718 0.1290 1.0000 0.8358
0.0000 0.0645 9.3445 0.1613 1.0000 1.8751
0.0000 0.0645 3.9863 0.1935 1.0000 0.8254
0.0000 0.0645 7.6366 0.2258 1.0000 1.5517
0.0000 0.0645 8.6925 0.2581 1.0000 1.7360
0.0000 0.0645 7.1394 0.2903 1.0000 1.4474
0.0000 0.0645 6.5931 0.3226 1.0000 1.3477
0.0000 0.0645 5.4674 0.3548 1.0000 1.1212
0.0000 0.0645 7.2073 0.3871 1.0000 1.4739
0.0000 0.0645 5.3447 0.4194 1.0000 1.0868
0.0000 0.0645 9.5387 0.4516 1.0000 1.9754
0.0000 0.0645 2.2763 0.4839 1.0000 0.4878
0.0000 0.0645 6.4647 0.5161 1.0000 1.3934
0.0000 0.0645 3.7666 0.5484 1.0000 0.8379
0.0000 0.0645 6.9141 0.5806 1.0000 1.5703
0.0000 0.0645 4.6174 0.6129 1.0000 1.0467
0.0000 0.0645 6.5163 0.6452 1.0000 1.4628
0.0000 0.0645 5.1775 0.6774 1.0000 1.1466
0.0000 0.0645 1.1147 0.7097 1.0000 0.2432
0.0000 0.0645 6.5501 0.7419 1.0000 1.4030
0.0000 0.0645 6.6916 0.7742 1.0000 1.3832
0.0000 0.0645 3.4139 0.8065 1.0000 0.6796
0.0000 0.0645 2.2242 0.8387 1.0000 0.4252
0.0000 0.0645 1.2602 0.8710 1.0000 0.2307
0.0000 0.0645 3.4364 0.9032 1.0000 0.6022
0.0000 0.0645 3.0617 0.9355 1.0000 0.5118
0.0000 0.0645 7.7675 0.9677 1.0000 1.2392
0.0000 0.0645 2.5638 0.0000 1.0000 0.3948
0.0000 0.0645 7.4560 1.0000 0.0000 1.1411
0.0000 0.0645 8.4528 1.0000 1.0000 1.2831
0.0000 0.0968 5.8913 1.0000 0.0323 1.0684
0.0000 0.0968 1.1905 1.0000 0.0645 0.2288
0.0000 0.0968 7.8680 1.0000 0.0968 1.5636
0.0000 0.0968 3.3661 1.0000 0.1290 0.6894
0.0000 0.0968 4.4926 1.0000 0.1613 0.9558
0.0000 0.0968 7.4413 1.0000 0.1935 1.6406
0.0000 0.0968 1.0378 1.0000 0.2258 0.2357
0.0000 0.0968 9.9714 1.0000 0.2581 2.3237
0.0000 0.0968 6.0898 1.0000 0.2903 1.3932
0.0000 0.0968 5.6668 1.0000 0.3226 1.2759
0.0000 0.0968 5.1063 1.0000 0.3548 1.0942
0.0000 0.0968 6.9581 1.0000 0.3871 1.4528
0.0000 0.0968 1.6184 1.0000 0.4194 0.3309
0.0000 0.0968 6.4331 1.0000 0.4516 1.2902
0.0000 0.0968 4.2507 1.0000 0.4839 0.8341
0.0000 0.0968 9.2495 1.0000 0.5161 1.7763
0.0000 0.0968 5.1783 1.0000 0.5484 0.9752
0.0000 0.0968 2.5723 1.0000 0.5806 0.4745
0.0000 0.0968 9.9521 1.0000 0.6129 1.7959
0.0000 0.0968 6.7313 1.0000 0.6452 1.1854
0.0000 0.0968 6.2716 1.0000 0.6774 1.0792
0.0000 0.0968 4.0880 1.0000 0.7097 0.6850
0.0000 0.0968 4.7300 1.0000 0.7419 0.7886
0.0000 0.0968 1.3048 1.0000 0.7742 0.2318
0.0000 0.0968 8.1310 1.0000 0.8065 1.5008
0.0000 0.0968 4.0335 1.0000 0.8387 0.7675
0.0000 0.0968 7.0746 1.0000 0.8710 1.3039
0.0000 0.0968 1.2615 1.0000 0.9032 0.2246
0.0000 0.0968 6.7497 1.0000 0.9355 1.1585
0.0000 0.0968 3.9595 1.0000 0.9677 0.6549
0.0000 0.0968 7.4050 0.0323 1.0000 1.2148
0.0000 0.0968 5.8786 0.0645 1.0000 0.9942
0.0000 0.0968 4.2069 0.0968 1.0000 0.7945
0.0000 0.0968 3.2514 0.1290 1.0000 0.6564
0.0000 0.0968 9.6159 0.1613 1.0000 2.0375
0.0000 0.0968 1.0100 0.1935 1.0000 0.2209
0.0000 0.0968 1.9357 0.2258 1.0000 0.4275
0.0000 0.0968 7.0845 0.2581 1.0000 1.4774
0.0000 0.0968 3.2074 0.2903 1.0000 0.6836
0.0000 0.0968 8.7032 0.3226 1.0000 1.8693
0.0000 0.0968 5.9262 0.3548 1.0000 1.2764
0.0000 0.0968 4.1164 0.3871 1.0000 0.8853
0.0000 0.0968 1.0742 0.4194 1.0000 0.2293
0.0000 0.0968 9.9475 0.4516 1.0000 2.0994
0.0000 0.0968 1.3942 0.4839 1.0000 0.3116
0.0000 0.0968 5.2700 0.5161 1.0000 1.1863
0.0000 0.0968 5.7810 0.5484 1.0000 1.3361
0.0000 0.0968 8.1855 0.5806 1.0000 1.9355
0.0000 0.0968 9.8395 0.6129 1.0000 2.3196
0.0000 0.0968 6.6059 0.6452 1.0000 1.5409
0.0000 0.0968 2.6848 0.6774 1.0000 0.6174
0.0000 0.0968 6.3683 0.7097 1.0000 1.4386
0.0000 0.0968 1.9116 0.7419 1.0000 0.4238
0.0000 0.0968 1.4071 0.7742 1.0000 0.3047
0.0000 0.0968 7.7386 0.8065 1.0000 1.6124
0.0000 0.0968 5.4963 0.8387 1.0000 1.0993
0.0000 0.0968 3.2462 0.8710 1.0000 0.6223
0.0000 0.0968 6.3760 0.9032 1.0000 1.1688
0.0000 0.0968 7.9242 0.9355 1.0000 1.3873
0.0000 0.0968 1.9215 0.9677 1.0000 0.3206
0.0000 0.0968 5.7656 0.0000 1.0000 0.9469
0.0000 0.0968 2.4476 1.0000 0.0000 0.4125
0.0000 0.0968 9.3103 1.0000 1.0000 1.4804
0.0000 0.1290 1.6498 1.0000 0.0323 0.3092
0.0000 0.1290 7.6051 1.0000 0.0645 1.4855
0.0000 0.1290 9.6508 1.0000 0.0968 1.9644
0.0000 0.1290 2.7684 1.0000 0.1290 0.5882
0.0000 0.1290 4.4145 1.0000 0.1613 0.9782
0.0000 0.1290 3.8334 1.0000 0.1935 0.8831
0.0000 0.1290 6.4749 1.0000 0.2258 1.5370
0.0000 0.1290 2.9392 1.0000 0.2581 0.6997
0.0000 0.1290 7.9452 1.0000 0.2903 1.8636
0.0000 0.1290 7.9871 1.0000 0.3226 1.8208
0.0000 0.1290 3.7256 1.0000 0.3548 0.8172
0.0000 0.1290 1.8834 1.0000 0.3871 0.4039
0.0000 0.1290 3.3109 1.0000 0.4194 0.6952
0.0000 0.1290 8.9350 1.0000 0.4516 1.8435
0.0000 0.1290 6.7451 1.0000 0.4839 1.3623
0.0000 0.1290 6.0960 1.0000 0.5161 1.2073
0.0000 0.1290 7.9787 1.0000 0.5484 1.5511
0.0000 0.1290 9.2486 1.0000 0.5806 1.7620
0.0000 0.1290 8.7196 1.0000 0.6129 1.6247
0.0000 0.1290 8.2825 1.0000 0.6452 1.5103
0.0000 0.1290 4.5455 1.0000 0.6774 0.8077
0.0000 0.1290 5.3624 1.0000 0.7097 0.9275
0.0000 0.1290 4.9342 1.0000 0.7419 0.9089
0.0000 0.1290 3.9979 1.0000 0.7742 0.7864
0.0000 0.1290 4.5359 1.0000 0.8065 0.9270
0.0000 0.1290 9.0808 1.0000 0.8387 1.8036
0.0000 0.1290 9.7764 1.0000 0.8710 1.8815
0.0000 0.1290 5.9055 1.0000 0.9032 1.0974
0.0000 0.1290 5.9097 1.0000 0.9355 1.0594
0.0000 0.1290 3.5623 1.0000 0.9677 0.6151
0.0000 0.1290 6.5764 0.0323 1.0000 1.1507
0.0000 0.1290 2.2756 0.0645 1.0000 0.3987
0.0000 0.1290 1.1995 0.0968 1.0000 0.2394
0.0000 0.1290 4.7757 0.1290 1.0000 1.0153
0.0000 0.1290 5.4523 0.1613 1.0000 1.2205
0.0000 0.1290 5.5280 0.1935 1.0000 1.2770
0.0000 0.1290 7.9980 0.2258 1.0000 1.8836
0.0000 0.1290 6.4921 0.2581 1.0000 1.4406
0.0000 0.1290 1.7595 0.2903 1.0000 0.3909
0.0000 0.1290 1.6178 0.3226 1.0000 0.3646
0.0000 0.1290 3.4621 0.3548 1.0000 0.7827
0.0000 0.1290 5.9272 0.3871 1.0000 1.3362
0.0000 0.1290 1.5697 0.4194 1.0000 0.3513
0.0000 0.1290 5.3698 0.4516 1.0000 1.1897
0.0000 0.1290 1.5925 0.4839 1.0000 0.3695
0.0000 0.1290 7.1613 0.5161 1.0000 1.6782
0.0000 0.1290 3.7873 0.5484 1.0000 0.9069
0.0000 0.1290 7.0369 0.5806 1.0000 1.7302
0.0000 0.1290 5.4113 0.6129 1.0000 1.3252
0.0000 0.1290 6.3650 0.6452 1.0000 1.5417
0.0000 0.1290 9.9207 0.6774 1.0000 2.3660
0.0000 0.1290 1.5777 0.7097 1.0000 0.3692
0.0000 0.1290 1.9251 0.7419 1.0000 0.4404
0.0000 0.1290 7.5949 0.7742 1.0000 1.6971
0.0000 0.1290 3.6816 0.8065 1.0000 0.8022
0.0000 0.1290 8.6206 0.8387 1.0000 1.8035
0.0000 0.1290 9.8776 0.8710 1.0000 1.9798
0.0000 0.1290 6.2659 0.9032 1.0000 1.2000
0.0000 0.1290 4.0159 0.9355 1.0000 0.7348
0.0000 0.1290 8.3144 0.9677 1.0000 1.4487
0.0000 0.1290 3.7260 0.0000 1.0000 0.6527
0.0000 0.1290 2.3074 1.0000 0.0000 0.4177
0.0000 0.1290 3.6598 1.0000 1.0000 0.6069
0.0000 0.1613 9.0138 1.0000 0.0323 1.7420
0.0000 0.1613 9.8916 1.0000 0.0645 1.9967
0.0000 0.1613 2.1309 1.0000 0.0968 0.4502
0.0000 0.1613 4.5582 1.0000 0.1290 1.0184
0.0000 0.1613 4.6571 1.0000 0.1613 1.0857
0.0000 0.1613 9.2920 1.0000 0.1935 2.2275
0.0000 0.1613 4.4641 1.0000 0.2258 1.0971
0.0000 0.1613 4.7449 1.0000 0.2581 1.1476
0.0000 0.1613 7.6517 1.0000 0.2903 1.8386
0.0000 0.1613 1.1885 1.0000 0.3226 0.2748
0.0000 0.1613 7.7360 1.0000 0.3548 1.7341
0.0000 0.1613 9.4033 1.0000 0.3871 2.0626
0.0000 0.1613 6.7765 1.0000 0.4194 1.4584
0.0000 0.1613 4.0989 1.0000 0.4516 0.8682
0.0000 0.1613 7.4211 1.0000 0.4839 1.5393
0.0000 0.1613 6.9170 1.0000 0.5161 1.4064
0.0000 0.1613 9.9943 1.0000 0.5484 1.9992
0.0000 0.1613 2.1513 1.0000 0.5806 0.4221
0.0000 0.1613 9.6589 1.0000 0.6129 1.8554
0.0000 0.1613 7.5818 1.0000 0.6452 1.4162
0.0000 0.1613 5.2621 1.0000 0.6774 0.9680
0.0000 0.1613 3.0656 1.0000 0.7097 0.5549
0.0000 0.1613 3.8268 1.0000 0.7419 0.7957
0.0000 0.1613 2.8662 1.0000 0.7742 0.6190
0.0000 0.1613 2.1114 1.0000 0.8065 0.4493
0.0000 0.1613 4.7616 1.0000 0.8387 0.9841
0.0000 0.1613 5.3654 1.0000 0.8710 1.0752
0.0000 0.1613 1.3463 1.0000 0.9032 0.2610
0.0000 0.1613 4.3299 1.0000 0.9355 0.8097
0.0000 0.1613 7.5114 1.0000 0.9677 1.3526
0.0000 0.1613 4.2544 0.0323 1.0000 0.7940
0.0000 0.1613 6.3131 0.0645 1.0000 1.1738
0.0000 0.1613 3.0141 0.0968 1.0000 0.6329
0.0000 0.1613 8.7641 0.1290 1.0000 1.9577
0.0000 0.1613 7.5581 0.1613 1.0000 1.7806
0.0000 0.1613 8.4224 0.1935 1.0000 2.0533
0.0000 0.1613 6.6190 0.2258 1.0000 1.6456
0.0000 0.1613 6.5215 0.2581 1.0000 1.5914
0.0000 0.1613 9.0174 0.2903 1.0000 2.1073
0.0000 0.1613 1.2609 0.3226 1.0000 0.2958
0.0000 0.1613 2.6702 0.3548 1.0000 0.6315
0.0000 0.1613 8.1062 0.3871 1.0000 1.9137
0.0000 0.1613 7.1709 0.4194 1.0000 1.6790
0.0000 0.1613 7.7679 0.4516 1.0000 1.7983
0.0000 0.1613 9.2520 0.4839 1.0000 2.2180
0.0000 0.1613 4.8499 0.5161 1.0000 1.1802
0.0000 0.1613 6.5598 0.5484 1.0000 1.6207
0.0000 0.1613 8.7529 0.5806 1.0000 2.2303
0.0000 0.1613 5.7012 0.6129 1.0000 1.4475
0.0000 0.1613 1.3560 0.6452 1.0000 0.3403
0.0000 0.1613 6.3081 0.6774 1.0000 1.5570
0.0000 0.1613 8.0309 0.7097 1.0000 1.9426
0.0000 0.1613 6.0654 0.7419 1.0000 1.4322
0.0000 0.1613 9.0701 0.7742 1.0000 2.0853
0.0000 0.1613 5.1329 0.8065 1.0000 1.1477
0.0000 0.1613 6.0389 0.8387 1.0000 1.3187
0.0000 0.1613 1.5835 0.8710 1.0000 0.3314
0.0000 0.1613 7.2170 0.9032 1.0000 1.4426
0.0000 0.1613 5.2287 0.9355 1.0000 0.9976
0.0000 0.1613 5.7172 0.9677 1.0000 1.0396
0.0000 0.1613 5.6811 0.0000 1.0000 1.0616
0.0000 0.1613 7.4327 1.0000 0.0000 1.3693
0.0000 0.1613 5.9234 1.0000 1.0000 1.0255
0.0000 0.1935 7.1793 1.0000 0.0323 1.4265
0.0000 0.1935 5.0137 1.0000 0.0645 1.0758
0.0000 0.1935 2.9440 1.0000 0.0968 0.6599
0.0000 0.1935 5.3616 1.0000 0.1290 1.2501
0.0000 0.1935 5.3444 1.0000 0.1613 1.2873
0.0000 0.1935 9.2609 1.0000 0.1935 2.2914
0.0000 0.1935 5.5915 1.0000 0.2258 1.3888
0.0000 0.1935 6.1394 1.0000 0.2581 1.5133
0.0000 0.1935 8.8215 1.0000 0.2903 2.1603
0.0000 0.1935 8.4262 1.0000 0.3226 1.9760
0.0000 0.1935 3.9477 1.0000 0.3548 0.9015
0.0000 0.1935 7.2541 1.0000 0.3871 1.6230
0.0000 0.1935 1.2491 1.0000 0.4194 0.2747
0.0000 0.1935 9.0309 1.0000 0.4516 1.9550
0.0000 0.1935 4.6310 1.0000 0.4839 0.9833
0.0000 0.1935 4.5123 1.0000 0.5161 0.9403
0.0000 0.1935 3.9596 1.0000 0.5484 0.8118
0.0000 0.1935 4.1530 1.0000 0.5806 0.8352
0.0000 0.1935 2.4814 1.0000 0.6129 0.4876
0.0000 0.1935 6.6509 1.0000 0.6452 1.2938
0.0000 0.1935 7.2656 1.0000 0.6774 1.3989
0.0000 0.1935 9.6986 1.0000 0.7097 2.1005
0.0000 0.1935 2.8869 1.0000 0.7419 0.6559
0.0000 0.1935 9.9758 1.0000 0.7742 2.2475
0.0000 0.1935 5.9697 1.0000 0.8065 1.3208
0.0000 0.1935 3.5379 1.0000 0.8387 0.7609
0.0000 0.1935 8.3358 1.0000 0.8710 1.7366
0.0000 0.1935 9.0550 1.0000 0.9032 1.8264
0.0000 0.1935 5.2769 1.0000 0.9355 1.0273
0.0000 0.1935 3.6231 1.0000 0.9677 0.6795
0.0000 0.1935 6.7361 0.0323 1.0000 1.3408
0.0000 0.1935 1.6299 0.0645 1.0000 0.3232
0.0000 0.1935 5.8237 0.0968 1.0000 1.2923
0.0000 0.1935 9.6425 0.1290 1.0000 2.2696
0.0000 0.1935 7.3041 0.1613 1.0000 1.8150
0.0000 0.1935 4.2465 0.1935 1.0000 1.0907
0.0000 0.1935 9.5176 0.2258 1.0000 2.4957
0.0000 0.1935 4.2753 0.2581 1.0000 1.1296
0.0000 0.1935 6.1988 0.2903 1.0000 1.5398
0.0000 0.1935 9.6212 0.3226 1.0000 2.3672
0.0000 0.1935 6.2417 0.3548 1.0000 1.5224
0.0000 0.1935 8.8581 0.3871 1.0000 2.1785
0.0000 0.1935 4.7108 0.4194 1.0000 1.1503
0.0000 0.1935 2.0774 0.4516 1.0000 0.5017
0.0000 0.1935 7.0688 0.4839 1.0000 1.7385
0.0000 0.1935 6.8425 0.5161 1.0000 1.7223
0.0000 0.1935 6.7912 0.5484 1.0000 1.7227
0.0000 0.1935 2.6246 0.5806 1.0000 0.6909
0.0000 0.1935 8.3796 0.6129 1.0000 2.1969
0.0000 0.1935 3.4111 0.6452 1.0000 0.8839
0.0000 0.1935 3.6971 0.6774 1.0000 0.9413
0.0000 0.1935 6.8657 0.7097 1.0000 1.7126
0.0000 0.1935 2.9835 0.7419 1.0000 0.7260
0.0000 0.1935 3.9067 0.7742 1.0000 0.9238
0.0000 0.1935 9.8345 0.8065 1.0000 2.2560
0.0000 0.1935 7.1162 0.8387 1.0000 1.5807
0.0000 0.1935 2.2074 0.8710 1.0000 0.4748
0.0000 0.1935 8.9809 0.9032 1.0000 1.8721
0.0000 0.1935 7.4390 0.9355 1.0000 1.4801
0.0000 0.1935 3.2684 0.9677 1.0000 0.6192
0.0000 0.1935 4.7978 0.0000 1.0000 0.9562
0.0000 0.1935 1.9446 1.0000 0.0000 0.3699
0.0000 0.1935 5.8434 1.0000 1.0000 1.0534
0.0000 0.2258 5.7722 1.0000 0.0323 1.2327
0.0000 0.2258 3.7821 1.0000 0.0645 0.8426
0.0000 0.2258 9.7965 1.0000 0.0968 2.2658
0.0000 0.2258 5.5440 1.0000 0.1290 1.3288
0.0000 0.2258 9.7121 1.0000 0.1613 2.4034
0.0000 0.2258 1.1453 1.0000 0.1935 0.2909
0.0000 0.2258 1.5856 1.0000 0.2258 0.3962
0.0000 0.2258 3.1327 1.0000 0.2581 0.7829
0.0000 0.2258 7.3843 1.0000 0.2903 1.8413
0.0000 0.2258 3.8424 1.0000 0.3226 0.9112
0.0000 0.2258 4.1940 1.0000 0.3548 0.9722
0.0000 0.2258 2.3371 1.0000 0.3871 0.5317
0.0000 0.2258 3.0651 1.0000 0.4194 0.6861
0.0000 0.2258 8.1443 1.0000 0.4516 1.7961
0.0000 0.2258 4.1601 1.0000 0.4839 0.9007
0.0000 0.2258 3.8092 1.0000 0.5161 0.8103
0.0000 0.2258 4.7714 1.0000 0.5484 0.9910
0.0000 0.2258 6.9002 1.0000 0.5806 1.4204
0.0000 0.2258 8.3244 1.0000 0.6129 1.7001
0.0000 0.2258 1.0457 1.0000 0.6452 0.2128
0.0000 0.2258 1.4840 1.0000 0.6774 0.3045
0.0000 0.2258 2.7219 1.0000 0.7097 0.6444
0.0000 0.2258 4.2511 1.0000 0.7419 1.0053
0.0000 0.2258 6.2545 1.0000 0.7742 1.4677
0.0000 0.2258 9.0192 1.0000 0.8065 2.0698
0.0000 0.2258 2.7089 1.0000 0.8387 0.6047
0.0000 0.2258 8.1708 1.0000 0.8710 1.7673
0.0000 0.2258 4.0181 1.0000 0.9032 0.8422
0.0000 0.2258 7.9302 1.0000 0.9355 1.6045
0.0000 0.2258 4.4380 1.0000 0.9677 0.8656
0.0000 0.2258 2.6565 0.0323 1.0000 0.5640
0.0000 0.2258 1.8388 0.0645 1.0000 0.3888
0.0000 0.2258 2.8649 0.0968 1.0000 0.6659
0.0000 0.2258 9.4807 0.1290 1.0000 2.3451
0.0000 0.2258 7.7434 0.1613 1.0000 2.0224
0.0000 0.2258 6.1228 0.1935 1.0000 1.6546
0.0000 0.2258 3.3112 0.2258 1.0000 0.9142
0.0000 0.2258 1.6369 0.2581 1.0000 0.4559
0.0000 0.2258 3.9916 0.2903 1.0000 1.0708
0.0000 0.2258 9.6978 0.3226 1.0000 2.5323
0.0000 0.2258 3.6336 0.3548 1.0000 0.9352
0.0000 0.2258 6.2778 0.3871 1.0000 1.5920
0.0000 0.2258 8.9596 0.4194 1.0000 2.2529
0.0000 0.2258 6.5173 0.4516 1.0000 1.6330
0.0000 0.2258 5.6180 0.4839 1.0000 1.3876
0.0000 0.2258 6.1470 0.5161 1.0000 1.5927
0.0000 0.2258 7.3830 0.5484 1.0000 1.9293
0.0000 0.2258 7.3921 0.5806 1.0000 2.0034
0.0000 0.2258 7.7529 0.6129 1.0000 2.0937
0.0000 0.2258 8.2144 0.6452 1.0000 2.1914
0.0000 0.2258 8.7721 0.6774 1.0000 2.2979
0.0000 0.2258 2.3396 0.7097 1.0000 0.5991
0.0000 0.2258 7.6438 0.7419 1.0000 1.9111
0.0000 0.2258 5.0442 0.7742 1.0000 1.2235
0.0000 0.2258 7.9135 0.8065 1.0000 1.8599
0.0000 0.2258 1.6726 0.8387 1.0000 0.3799
0.0000 0.2258 3.0060 0.8710 1.0000 0.6590
0.0000 0.2258 2.7444 0.9032 1.0000 0.5795
0.0000 0.2258 9.1625 0.9355 1.0000 1.8670
0.0000 0.2258 7.2632 0.9677 1.0000 1.4301
0.0000 0.2258 4.2242 0.0000 1.0000 0.8980
0.0000 0.2258 9.5221 1.0000 0.0000 1.9267
0.0000 0.2258 8.1982 1.0000 1.0000 1.5364
0.0000 0.2581 6.8648 1.0000 0.0323 1.5085
0.0000 0.2581 2.2519 1.0000 0.0645 0.5140
0.0000 0.2581 5.2748 1.0000 0.0968 1.2505
0.0000 0.2581 3.9349 1.0000 0.1290 0.9651
0.0000 0.2581 8.6825 1.0000 0.1613 2.1943
0.0000 0.2581 6.4031 1.0000 0.1935 1.6132
0.0000 0.2581 1.4231 1.0000 0.2258 0.3593
0.0000 0.2581 6.8977 1.0000 0.2581 1.7487
0.0000 0.2581 7.0314 1.0000 0.2903 1.7406
0.0000 0.2581 3.5820 1.0000 0.3226 0.8576
0.0000 0.2581 4.7446 1.0000 0.3548 1.1128
0.0000 0.2581 8.2316 1.0000 0.3871 1.8993
0.0000 0.2581 7.4801 1.0000 0.4194 1.6999
0.0000 0.2581 2.8670 1.0000 0.4516 0.6431
0.0000 0.2581 9.7521 1.0000 0.4839 2.1476
0.0000 0.2581 2.9347 1.0000 0.5161 0.6309
0.0000 0.2581 2.4998 1.0000 0.5484 0.5357
0.0000 0.2581 4.5216 1.0000 0.5806 0.9658
0.0000 0.2581 8.9345 1.0000 0.6129 1.9063
0.0000 0.2581 4.4630 1.0000 0.6452 0.9656
0.0000 0.2581 8.1475 1.0000 0.6774 1.9840
0.0000 0.2581 5.4924 1.0000 0.7097 1.3515
0.0000 0.2581 2.3921 1.0000 0.7419 0.5876
