3.000000000000000000e+00 1.000000000000000000e+00 9.813605286940474404e-03
3.000000000000000000e+00 2.000000000000000000e+00 9.433405746586097373e-03
3.000000000000000000e+00 3.000000000000000000e+00 9.313317264108075463e-03
3.000000000000000000e+00 4.000000000000000000e+00 9.462675517233129843e-03
3.000000000000000000e+00 5.000000000000000000e+00 9.829506282186884977e-03
3.000000000000000000e+00 6.000000000000000000e+00 1.034457186771558027e-02
3.000000000000000000e+00 7.000000000000000000e+00 1.096815814176968669e-02
3.000000000000000000e+00 8.000000000000000000e+00 1.170449776148745763e-02
3.000000000000000000e+00 9.000000000000000000e+00 1.255835506294057310e-02
4.000000000000000000e+00 0.000000000000000000e+00 1.085180688015721998e-02
4.000000000000000000e+00 1.000000000000000000e+00 1.015711844129596822e-02
4.000000000000000000e+00 2.000000000000000000e+00 9.665545294485723346e-03
4.000000000000000000e+00 3.000000000000000000e+00 9.422569191031257216e-03
4.000000000000000000e+00 4.000000000000000000e+00 9.422773966560925654e-03
4.000000000000000000e+00 5.000000000000000000e+00 9.607929896073896803e-03
4.000000000000000000e+00 6.000000000000000000e+00 9.924775197052600195e-03
4.000000000000000000e+00 7.000000000000000000e+00 1.038332408537542134e-02
4.000000000000000000e+00 8.000000000000000000e+00 1.100169906051970924e-02
4.000000000000000000e+00 9.000000000000000000e+00 1.176998438232292749e-02
5.000000000000000000e+00 0.000000000000000000e+00 1.146176717283140835e-02
5.000000000000000000e+00 1.000000000000000000e+00 1.068646939080603910e-02
5.000000000000000000e+00 2.000000000000000000e+00 1.009967778107217183e-02
5.000000000000000000e+00 3.000000000000000000e+00 9.734688826767340375e-03
5.000000000000000000e+00 4.000000000000000000e+00 9.570173497228291054e-03
5.000000000000000000e+00 5.000000000000000000e+00 9.548259277996065317e-03
5.000000000000000000e+00 6.000000000000000000e+00 9.669900079498064752e-03
5.000000000000000000e+00 7.000000000000000000e+00 9.972337798689145591e-03
5.000000000000000000e+00 8.000000000000000000e+00 1.046620511491608979e-02
5.000000000000000000e+00 9.000000000000000000e+00 1.112554517846374089e-02
6.000000000000000000e+00 0.000000000000000000e+00 1.223086512163773336e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.139300855019712531e-02
6.000000000000000000e+00 2.000000000000000000e+00 1.072467275248978856e-02
6.000000000000000000e+00 3.000000000000000000e+00 1.024442179490158041e-02
6.000000000000000000e+00 4.000000000000000000e+00 9.916600633451280386e-03
6.000000000000000000e+00 5.000000000000000000e+00 9.707347651304197925e-03
6.000000000000000000e+00 6.000000000000000000e+00 9.652355574016837150e-03
6.000000000000000000e+00 7.000000000000000000e+00 9.789815982159909280e-03
6.000000000000000000e+00 8.000000000000000000e+00 1.010993427419119330e-02
6.000000000000000000e+00 9.000000000000000000e+00 1.051799605694718129e-02
7.000000000000000000e+00 0.000000000000000000e+00 1.315358815492839728e-02
7.000000000000000000e+00 1.000000000000000000e+00 1.227015558327871833e-02
7.000000000000000000e+00 2.000000000000000000e+00 1.153794447925723769e-02
7.000000000000000000e+00 3.000000000000000000e+00 1.096133651759230963e-02
7.000000000000000000e+00 4.000000000000000000e+00 1.049575583363281106e-02
7.000000000000000000e+00 5.000000000000000000e+00 1.012398275686157180e-02
7.000000000000000000e+00 6.000000000000000000e+00 9.882196635756056516e-03
7.000000000000000000e+00 7.000000000000000000e+00 9.752301950487098428e-03
7.000000000000000000e+00 8.000000000000000000e+00 9.686166648977281163e-03
7.000000000000000000e+00 9.000000000000000000e+00 9.776506112324473419e-03
8.000000000000000000e+00 0.000000000000000000e+00 1.421635849496155797e-02
8.000000000000000000e+00 1.000000000000000000e+00 1.330080979978211231e-02
8.000000000000000000e+00 2.000000000000000000e+00 1.251998118988034356e-02
8.000000000000000000e+00 3.000000000000000000e+00 1.186271774985291592e-02
8.000000000000000000e+00 4.000000000000000000e+00 1.126724022225260302e-02
8.000000000000000000e+00 5.000000000000000000e+00 1.067999940137657859e-02
8.000000000000000000e+00 6.000000000000000000e+00 1.007673428826197370e-02
8.000000000000000000e+00 7.000000000000000000e+00 9.587771602277228231e-03
8.000000000000000000e+00 8.000000000000000000e+00 9.287381638382824836e-03
8.000000000000000000e+00 9.000000000000000000e+00 9.207354426094219862e-03
9.000000000000000000e+00 0.000000000000000000e+00 1.537570248564630072e-02
9.000000000000000000e+00 1.000000000000000000e+00 1.443500606040054937e-02
9.000000000000000000e+00 2.000000000000000000e+00 1.361058796178502353e-02
9.000000000000000000e+00 3.000000000000000000e+00 1.285275644426116595e-02
9.000000000000000000e+00 4.000000000000000000e+00 1.195000824315956348e-02
9.000000000000000000e+00 5.000000000000000000e+00 1.105559765266643339e-02
9.000000000000000000e+00 6.000000000000000000e+00 1.025938156015523441e-02
9.000000000000000000e+00 7.000000000000000000e+00 9.613170153139425494e-03
9.000000000000000000e+00 8.000000000000000000e+00 9.154936387107317358e-03
9.000000000000000000e+00 9.000000000000000000e+00 8.911182496368758726e-03
